Nombre,Puntuacion,Precio,Estrellas,Llaves,Direccion,web,zona,Nombre_norm
Atico Centro Sol y Vistas,9.4,157.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,atico centro sol vistas
Finca Almenara de Copau,9.0,131.0,0,,Zaragoza,Booking,Zaragoza,finca almenara copau
Apartamento con Jacuzzi El Rincón de las Delicias,9.6,156.0,4,,Zaragoza,Booking,Zaragoza,con jacuzzi rincon las delicias
VALERIA DREAMS - Maestro Luna 4º,8.8,129.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,valeria dreams maestro luna º
Apartamento Virgenes Eco friendly,8.9,130.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,virgenes eco friendly
Apartamento Azabache,9.6,185.0,4,,"Romareda, Zaragoza",Booking,Zaragoza,azabache
ÁTICO ACOGEDOR LUJOSO CHECK-IN 24H PENTHOUSE 5 Planta 5,8.9,157.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,atico acogedor lujoso check in h penthouse planta
Apartamento Con Vistas Al Pilar con Aparcamiento privado,9.2,192.0,4,,"Arrabal, Zaragoza",Booking,Zaragoza,con vistas al pilar con aparcamiento privado
La Parada de la Estacion con parking,9.4,198.0,4,,"Delicias, Zaragoza",Booking,Zaragoza,parada estacion con parking
CHECK-IN 24H NUEVO Único WIFI FAMILIAR Centro Planta 3,9.2,161.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,check in h nuevo unico wifi familiar centro planta
"Piso en el Centro de Zaragoza, Parking GRATIS, Check-in 24h",6.2,129.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,piso
MODERNO NUEVO Luminoso WI-FI PLAZA DEL PILAR 2,9.0,162.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,moderno nuevo luminoso wi fi plaza pilar
La Parada Santo Domingo 1,9.3,186.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,parada santo domingo
Check-in 24H PLAZA ESPAÑA AMPLIO Centro planta 4,9.1,161.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,check in h plaza españa amplio centro planta
Apartamento Plaza España,9.5,250.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,plaza españa
Apartamentos Zaragoza Independencia 3000,9.8,468.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,independencia
VILLA SA CALMA,9.5,713.0,4,,Zaragoza,Booking,Zaragoza,sa calma
Centro De Zaragoza Precio noche 2 o 3 personas,1.8,23.0,0,,"Centro histórico, Zaragoza",Booking,Zaragoza,centro precio noche o personas
Albergue Zaragoza Camping,7.4,23.0,0,,Zaragoza,Booking,Zaragoza,albergue camping
FANTASTICA BUHARDILLA PZ. PILAR,8.7,89.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,fantastica buhardilla pz. pilar
Martita Home,9.2,111.0,3,,Zaragoza,Booking,Zaragoza,martita home
PASARELA ALMOZARA HOME & Parking gratis,9.3,126.0,3,,Zaragoza,Booking,Zaragoza,pasarela almozara home & parking gratis
El BC Zaragoza - Aljafería,9.3,144.0,4,,Zaragoza,Booking,Zaragoza,bc aljaferia
Moderno apartamento en casco histórico + desayuno!,8.6,108.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,moderno
Torre mudejar,8.5,108.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,torre mudejar
Loft Loarre Estudio Premium Renovado 5 Pax,8.2,129.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,loft loarre estudio premium renovado pax
Apartamentos Basilicus,8.6,149.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,basilicus
Suite Estébanes,9.0,138.0,0,,"Centro histórico, Zaragoza",Booking,Zaragoza,estebanes
LA CASA DE INVITADOS,8.0,89.0,0,,Zaragoza,Booking,Zaragoza,casa invitados
Apartamentos Zaragoza Suites El Pilar 3000,8.0,114.0,3,,Zaragoza,Booking,Zaragoza,pilar
"VALERIA-DREAMS Maestro luna 5,2º",8.7,129.0,0,,"Centro histórico, Zaragoza",Booking,Zaragoza,valeria dreams maestro luna º
VTZ El Balcón de Rey Alfonso I,8.6,97.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,vtz balcon rey alfonso i
Gran piso pleno centro. Plaza del Pilar + Desayuno,9.1,121.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,gran piso pleno centro. plaza pilar + desayuno
Apartamento junto a la Basilica del Pilar,8.0,130.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,junto a basilica pilar
Apartamento cerca del Pilar,8.5,145.0,4,,"Arrabal, Zaragoza",Booking,Zaragoza,cerca pilar
El pilar a 3 minutos,8.7,97.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,pilar a minutos
El pilar a 7 minutos,8.2,108.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,pilar a minutos
LA CASA CONTENEDOR,7.8,91.0,0,,Zaragoza,Booking,Zaragoza,casa contenedor
Zaragoza y sus 2 catedrales,8.7,98.0,4,,Zaragoza,Booking,Zaragoza,sus catedrales
Apartamento cerca Plaza Pilar,8.9,112.0,3,,Zaragoza,Booking,Zaragoza,cerca plaza pilar
El Primero G Zaragoza - Aljafería,9.2,135.0,4,,Zaragoza,Booking,Zaragoza,primero g aljaferia
Rooftop Alfonso,9.8,300.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,rooftop alfonso
Habitación para 2 o 3 personas noche 25,2.3,23.0,0,,"Centro histórico, Zaragoza",Booking,Zaragoza,habitacion para o personas noche
Ático Alfonso Amplio Céntrico Renovado 10 Pax,9.4,208.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,atico alfonso amplio centrico renovado pax
LOS SITIOS,8.7,140.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,sitios
Origen Sacramento Deluxe,9.3,185.0,0,,"Centro, Zaragoza",Booking,Zaragoza,origen sacramento deluxe
VALERIA-DREAMS Maestro Luna 3º,8.2,129.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,valeria dreams maestro luna º
Serena Arte,9.3,187.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,serena arte
VALERIA DREAMS-Mártires 3ºB,8.6,110.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,valeria dreams martires ºb
Casa Goya Vírgenes,7.7,179.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,casa goya virgenes
La Parada,9.4,189.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,parada
El Rincon de las torres,6.8,57.0,0,,Zaragoza,Booking,Zaragoza,rincon las torres
Balloon House Casco Antiguo WiFi 4 Pax Nespresso,6.0,199.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,balloon house casco antiguo wifi pax nespresso
Apartamento El Olivo,9.5,120.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,olivo
Casa Cosmos Arcade WiFi 4 Huéspedes,8.4,206.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,casa cosmos arcade wifi huespedes
Villa Forest Ideal Familias Casco Histórico Balcón,7.1,226.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,forest ideal familias casco historico balcon
Ático Cierzo Nuevo Duplex Terraza WiFi 1 BR,8.0,166.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,atico cierzo nuevo duplex terraza wifi br
Suite Seo Centro 8 Pax Familiar 3 Dormitorios,8.1,297.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,seo centro pax familiar dormitorios
Habitación F,5.6,48.0,0,,"Delicias, Zaragoza",Booking,Zaragoza,habitacion f
Apartamento Zaragoza Plaza Europa,8.3,224.0,4,,Zaragoza,Booking,Zaragoza,plaza europa
Apartamentos Zaragoza Reconquista 3000,8.7,137.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,reconquista
Casa Jesús PS5 Juegos Niños WiFi 6 Pax,8.9,199.0,3,,Zaragoza,Booking,Zaragoza,casa jesus ps juegos niños wifi pax
Casa Augusta Renovada Centro Histórico 5 Pax,7.8,187.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,casa augusta renovada centro historico pax
La parada de San Domingo 2,9.9,234.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,parada san domingo
Apartamento Nolasco,8.8,180.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,nolasco
Atico Ordesa Barbacoa Terraza WiFi 4 Pax Ascensor,8.0,203.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,atico ordesa barbacoa terraza wifi pax ascensor
Apartamento Boston,9.3,450.0,0,,Zaragoza,Booking,Zaragoza,boston
VALERIA-DREAMS San Pablo,8.0,129.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,valeria dreams san pablo
The Green House,9.0,89.0,4,,"Centro, Zaragoza",Booking,Zaragoza,the green house
Casa Estébanes 2 BR Premium Familiar 7 Pax,9.0,251.0,4,,"Centro histórico, Zaragoza",Booking,Zaragoza,casa estebanes br premium familiar pax
VALERIA DREAMS-Mártires 3ºA - EL TUBO,6.7,129.0,3,,"Centro histórico, Zaragoza",Booking,Zaragoza,valeria dreams martires ºa tubo
Apartamento Zaragoza Centro,7.9,245.0,4,,"Delicias, Zaragoza",Booking,Zaragoza,centro
Exclusivo Loft en Zaragoza-1,,153.0,0,,Zaragoza,Booking,Zaragoza,exclusivo loft
Apartamento Zaragoza Picarral,8.3,235.0,4,,Zaragoza,Booking,Zaragoza,picarral
Pensión Iglesias,6.3,1.0,1,,"Centro histórico, Zaragoza",Booking,Zaragoza,iglesias
Apartamento Zaragoza Centro 2,8.1,219.0,4,,Zaragoza,Booking,Zaragoza,centro
"Alto standing, céntrico, ideal alquiler corporativo Parking",,363.0,4,,"Centro, Zaragoza",Booking,Zaragoza,alto standing centrico ideal alquiler corporativo parking
Inmejorable Apartamento cerca Estación Delicias con GARAJE,8.7,315.0,4,,"Delicias, Zaragoza",Booking,Zaragoza,inmejorable cerca estacion delicias con garaje
Palacio de Larrinaga,9.3,1.05,4,,Zaragoza,Booking,Zaragoza,palacio larrinaga
Pilares Zaragoza,2.0,100.0,0,,Zaragoza,Booking,Zaragoza,pilares
 Hotel Don Jaime 54,4.3,60.0,4,,"Zaragoza Old Town, Zaragoza ·  0.45 km from city centre",Edreams,Zaragoza,don jaime
 Eurostars Rey Fernando,4.0,57.0,4,,Zaragoza ·  8.46 km from city centre,Edreams,Zaragoza,eurostars rey fernando
 Eurostars Zaragoza,3.5,57.0,4,,"La Almozara, Zaragoza ·  2.39 km from city centre",Edreams,Zaragoza,eurostars
 Paris Centro,3.1,46.0,2,,"San Pablo, Zaragoza ·  0.51 km from city centre",Edreams,Zaragoza,paris centro
 Exe Boston,3.5,69.0,4,,"La Magdalena, Zaragoza ·  0.83 km from city centre",Edreams,Zaragoza,exe boston
 Hotel Pilar Plaza,3.8,60.0,3,,"Zaragoza Old Town, Zaragoza ·  0.55 km from city centre",Edreams,Zaragoza,pilar plaza
 Hotel YIT Ciudad de Zaragoza​​​​​​​,3.3,64.0,3,,Zaragoza ·  3.05 km from city centre,Edreams,Zaragoza,yit ciudad ​​​​​​​
 Hotel Cesaraugusta,3.4,60.0,3,,"Delicias, Zaragoza ·  1.11 km from city centre",Edreams,Zaragoza,cesaraugusta
 Hotel Silken Reino de Aragón,4.0,99.0,4,,"Zaragoza Old Town, Zaragoza ·  0.20 km from city centre",Edreams,Zaragoza,silken reino aragon
 Hotel Inca,3.9,68.0,3,,"Zaragoza Old Town, Zaragoza ·  0.39 km from city centre",Edreams,Zaragoza,inca
 Catalonia El Pilar,4.5,100.0,4,,"Zaragoza Old Town, Zaragoza ·  0.45 km from city centre",Edreams,Zaragoza,catalonia pilar
 Hotel & Spa Real Ciudad De Zaragoza,3.7,62.0,4,,Zaragoza ·  8.05 km from city centre,Edreams,Zaragoza,& spa real ciudad
 Hotel Goya,3.4,89.0,4,,"Zaragoza Old Town, Zaragoza ·  0.13 km from city centre",Edreams,Zaragoza,goya
 Hotel Hiberus,4.1,82.0,4,,"La Almozara, Zaragoza ·  2.44 km from city centre",Edreams,Zaragoza,hiberus
 Zentral Ave,4.4,89.0,4,,"La Almozara, Zaragoza ·  2.42 km from city centre",Edreams,Zaragoza,zentral ave
 NH Sport,3.8,49.0,3,,"Delicias, Zaragoza ·  1.22 km from city centre",Edreams,Zaragoza,nh sport
 B&B Hotel Zaragoza Royal,,62.0,3,,"Zaragoza Centro, Zaragoza ·  0.94 km from city centre",Edreams,Zaragoza,b&b royal
 NH Collection Gran Hotel de Zaragoza,4.4,98.0,4,,"Zaragoza Old Town, Zaragoza ·  0.37 km from city centre",Edreams,Zaragoza,nh collection gran
 Vincci Zaragoza Zentro,4.1,127.0,4,,"Zaragoza Old Town, Zaragoza ·  0.30 km from city centre",Edreams,Zaragoza,vincci zentro
 Hotel Palafox,4.0,135.0,5,,"Zaragoza Old Town, Zaragoza ·  0.41 km from city centre",Edreams,Zaragoza,palafox
 B&B Hotel Zaragoza Plaza Mozart,3.9,63.0,0,,"La Jota, Zaragoza ·  1.75 km from city centre",Edreams,Zaragoza,b&b plaza mozart
 Eurostars Plaza Delicias,3.7,65.0,3,,"Delicias, Zaragoza ·  2.88 km from city centre",Edreams,Zaragoza,eurostars plaza delicias
 Hotel Oriente,3.9,87.0,3,,"Zaragoza Old Town, Zaragoza ·  0.19 km from city centre",Edreams,Zaragoza,oriente
 U Hotel Villa - Gomá,3.3,101.0,3,,"Romareda, Zaragoza ·  2.64 km from city centre",Edreams,Zaragoza,u goma
 NH Ciudad de Zaragoza,4.3,114.0,4,,"Zaragoza Old Town, Zaragoza ·  0.61 km from city centre",Edreams,Zaragoza,nh ciudad
 Exe Zaragoza WTC,4.3,65.0,4,,"Actur, Zaragoza ·  1.89 km from city centre",Edreams,Zaragoza,exe wtc
 ibis Styles Zaragoza Ramiro I,3.7,98.0,3,,"La Magdalena, Zaragoza ·  0.52 km from city centre",Edreams,Zaragoza,ibis styles ramiro i
 Hotel Diagonal Plaza,4.3,72.0,4,,Zaragoza ·  9.50 km from city centre,Edreams,Zaragoza,diagonal plaza
 Hotel Río Arga,3.7,72.0,2,,"Zaragoza Old Town, Zaragoza ·  0.29 km from city centre",Edreams,Zaragoza,rio arga
 Tibur,3.3,77.0,3,,"Zaragoza Old Town, Zaragoza ·  0.49 km from city centre",Edreams,Zaragoza,tibur
 Sercotel Plaza Feria,3.8,79.0,4,,Zaragoza ·  9.31 km from city centre,Edreams,Zaragoza,sercotel plaza feria
 Reina Petronila,4.3,137.0,5,,"Romareda, Zaragoza ·  2.73 km from city centre",Edreams,Zaragoza,reina petronila
 Hotel Alfonso,4.1,139.0,4,,"Zaragoza Old Town, Zaragoza ·  0.17 km from city centre",Edreams,Zaragoza,alfonso
 Hotel Avenida,4.0,104.0,3,,"San Pablo, Zaragoza ·  0.44 km from city centre",Edreams,Zaragoza,avenida
 Hotel ILUNION Romareda,4.1,99.0,4,,"Romareda, Zaragoza ·  2.52 km from city centre",Edreams,Zaragoza,ilunion romareda
 INNSiDE by Meliá Zaragoza,4.5,125.0,4,,"San Pablo, Zaragoza ·  0.43 km from city centre",Edreams,Zaragoza,innside
 Hotel Monumento Almenara de Copau,4.1,144.0,3,,Zaragoza ·  9.05 km from city centre,Edreams,Zaragoza,monumento almenara copau
 VTZ Hotel El Príncipe,3.0,96.0,3,,"Zaragoza Old Town, Zaragoza ·  0.39 km from city centre",Edreams,Zaragoza,vtz principe
 Casa Palacios de los Sitios,4.1,180.0,2,,"La Magdalena, Zaragoza ·  0.69 km from city centre",Edreams,Zaragoza,casa palacios sitios
 Apartamentos Zaragoza Suites El Pilar 3000,,2.7,0,,"Actur, Zaragoza ·  2.70 km from city centre",Edreams,Zaragoza,pilar
